Id. de la fila;Id. del pedido;Fecha del pedido;ANIO;MES;SEMANA;NUM DIAS;Fecha de envío;Forma de envío;Id. del cliente;Nombre del cliente;Segmento;Ciudad;Estado;País;Región;Id. del producto;Categoría;Subcategoría;Nombre del producto;Total;Cantidad;Descuento;Ganancia;
8975;MX-2017-121391;15/05/2017;2017;may;2;15;19/05/2017;Estándar;TF-21070;Tacio Franco;Particulares;Caçador;Santa Catarina;Brasil;Sur;MOB-MO-10003614;Mobiliario;Mobiliario;Rubvermaid Reloj, Negro;668,8;2;0;327,6;
8976;MX-2017-121391;15/05/2017;2017;may;2;15;19/05/2017;Estándar;TF-21070;Tacio Franco;Particulares;Caçador;Santa Catarina;Brasil;Sur;MAT-SO-10004692;Material de oficina;Sobres;GlobeWeis Sobres de uso interno, Plateado;669,6;2;0;207,2;
8994;MX-2018-118374;27/09/2018;2018;sep;4;27;2/10/2018;Estándar;TN-21010;Tania Naranjo;Particulares;Itajaí;Santa Catarina;Brasil;Sur;MAT-ET-10002355;Material de oficina;Etiquetas;Novimex Etiquetas con códigos de color, Duradero;170,8;2;0;35,6;
8995;MX-2018-118374;27/09/2018;2018;sep;4;27;2/10/2018;Estándar;TN-21010;Tania Naranjo;Particulares;Itajaí;Santa Catarina;Brasil;Sur;MOB-LI-10000222;Mobiliario;Librerías;Sauder Librería clásica, Metal;14515;5;0;5951;
8996;MX-2018-118374;27/09/2018;2018;sep;4;27;2/10/2018;Estándar;TN-21010;Tania Naranjo;Particulares;Itajaí;Santa Catarina;Brasil;Sur;MAT-GR-10003825;Material de oficina;Grapas;Stockwell Chinchetas, Al por mayor;438;5;0;96;
8997;MX-2018-118374;27/09/2018;2018;sep;4;27;2/10/2018;Estándar;TN-21010;Tania Naranjo;Particulares;Itajaí;Santa Catarina;Brasil;Sur;TEC-TE-10004109;Tecnología;Teléfonos;Samsung Teléfono de oficina, Tamaño completo;1330,2;3;0;412,2;
9084;MX-2018-133746;27/10/2018;2018;oct;3;27;1/11/2018;Estándar;DL-13240;Dánae Lebrón;PYME;Chapecó;Santa Catarina;Brasil;Sur;TEC-AC-10001711;Tecnología;Accesorios;Memorex Tarjeta de memoria, Negro;2049,6;3;0;532,8;
9655;MX-2018-112179;29/12/2018;2018;dic;4;29;2/01/2019;Estándar;AL-10570;Alejo Lugo;Particulares;Itajaí;Santa Catarina;Brasil;Sur;MAT-SO-10004613;Material de oficina;Sobres;Jiffy Sobre de tipo Manila, Rojo;197;1;0;98,4;
9656;MX-2018-112179;29/12/2018;2018;dic;4;29;2/01/2019;Estándar;AL-10570;Alejo Lugo;Particulares;Itajaí;Santa Catarina;Brasil;Sur;MAT-SO-10002955;Material de oficina;Sobres;Kraft Cierre adhesivo, Rojo;1121,4;7;0;380,8;
9657;MX-2018-112179;29/12/2018;2018;dic;4;29;2/01/2019;Estándar;AL-10570;Alejo Lugo;Particulares;Itajaí;Santa Catarina;Brasil;Sur;MAT-AL-10004624;Material de oficina;Almacenamiento;Smead Archivador móvil, Industrial;4296;5;0;1632;
9658;MX-2018-112179;29/12/2018;2018;dic;4;29;2/01/2019;Estándar;AL-10570;Alejo Lugo;Particulares;Itajaí;Santa Catarina;Brasil;Sur;MAT-ET-10001967;Material de oficina;Etiquetas;Avery Etiquetas para carpetas de archivos, Ajustable;140,4;3;0;64,2;
9995;US-2017-164077;28/09/2017;2017;sep;4;28;2/10/2017;Estándar;CV-13000;Cristina Vázquez;Particulares;Araranguá;Santa Catarina;Brasil;Sur;MAT-SO-10004525;Material de oficina;Sobres;GlobeWeis Paquetes, Rojo;224,48;2;0,6;-123,52;
9996;US-2017-164077;28/09/2017;2017;sep;4;28;2/10/2017;Estándar;CV-13000;Cristina Vázquez;Particulares;Araranguá;Santa Catarina;Brasil;Sur;TEC-MÁ-10000627;Tecnología;Máquinas;Konica Impresora de tarjetas, Rojo;1378,56;3;0,6;-413,64;
9997;US-2017-164077;28/09/2017;2017;sep;4;28;2/10/2017;Estándar;CV-13000;Cristina Vázquez;Particulares;Araranguá;Santa Catarina;Brasil;Sur;MAT-SU-10004877;Material de oficina;Suministros;Elite Cúter, Industrial;389,44;4;0,6;-389,76;
9998;US-2017-164077;28/09/2017;2017;sep;4;28;2/10/2017;Estándar;CV-13000;Cristina Vázquez;Particulares;Araranguá;Santa Catarina;Brasil;Sur;TEC-AC-10003096;Tecnología;Accesorios;Enermax Router, Blanco;1366,08;2;0,6;-1912,72;
9999;US-2017-164077;28/09/2017;2017;sep;4;28;2/10/2017;Estándar;CV-13000;Cristina Vázquez;Particulares;Araranguá;Santa Catarina;Brasil;Sur;MAT-CA-10000216;Material de oficina;Carpetas;Wilson Jones Anillas, Duradero;48,24;3;0,6;-37,56;
10010;US-2017-113929;30/10/2017;2017;oct;4;30;3/11/2017;Rápido;TG-21055;Tamara González;Particulares;Indaial;Santa Catarina;Brasil;Sur;TEC-AC-10001940;Tecnología;Accesorios;Enermax Ratón, Negro;108;1;0,6;-102,6;
10011;US-2017-113929;30/10/2017;2017;oct;4;30;3/11/2017;Rápido;TG-21055;Tamara González;Particulares;Indaial;Santa Catarina;Brasil;Sur;MAT-SU-10002497;Material de oficina;Suministros;Acme Cúter, Rectangular;828;9;0,6;-579,6;
10038;US-2018-156293;6/05/2018;2018;may;1;6;10/05/2018;Estándar;MR-18205;Mafalda Rojo;Empresa;Indaial;Santa Catarina;Brasil;Sur;MAT-GR-10000577;Material de oficina;Grapas;Accos Clips, Paquete de 12;179,6;5;0,6;-184,4;
10050;US-2018-124730;16/05/2018;2018;may;2;16;16/05/2018;Mismo día;MR-18205;Mafalda Rojo;Empresa;Araranguá;Santa Catarina;Brasil;Sur;MOB-LI-10000054;Mobiliario;Librerías;Safco Librería clásica, Metal;3500,88;3;0,6;-3851,52;
10057;US-2017-164868;24/07/2017;2017;jul;4;24;30/07/2017;Estándar;AR-11140;Antonio Rocha;Particulares;Indaial;Santa Catarina;Brasil;Sur;MOB-LI-10004868;Mobiliario;Librerías;Sauder Librería clásica, Negro;3498,72;3;0,6;-1137,48;
10058;US-2017-164868;24/07/2017;2017;jul;4;24;30/07/2017;Estándar;AR-11140;Antonio Rocha;Particulares;Indaial;Santa Catarina;Brasil;Sur;MOB-MO-10002778;Mobiliario;Mobiliario;Deflect-O Bombilla, Negro;303,84;6;0,6;-76,56;
10084;US-2015-145177;20/04/2015;2015;abr;3;20;26/04/2015;Estándar;IR-16465;Isaías Rosales;Particulares;Araranguá;Santa Catarina;Brasil;Sur;MOB-LI-10000698;Mobiliario;Librerías;Dania Estante de esquina, Negro;2303,84;7;0,6;-2247,56;
10085;US-2015-145177;20/04/2015;2015;abr;3;20;26/04/2015;Estándar;IR-16465;Isaías Rosales;Particulares;Araranguá;Santa Catarina;Brasil;Sur;TEC-AC-10000087;Tecnología;Accesorios;Enermax Memoria USB, Económico;221,44;2;0,6;-315,76;
10106;US-2017-167850;15/08/2017;2017;ago;2;15;19/08/2017;Rápido;AS-10330;Armando Sánchez;Particulares;Indaial;Santa Catarina;Brasil;Sur;MAT-EL-10000413;Material de oficina;Electrodomésticos;KitchenAid Frigorífico, Blanco;4208,64;3;0,6;-6312,96;
10107;US-2017-167850;15/08/2017;2017;ago;2;15;19/08/2017;Rápido;AS-10330;Armando Sánchez;Particulares;Indaial;Santa Catarina;Brasil;Sur;MAT-SO-10000114;Material de oficina;Sobres;Jiffy Paquetes, Plateado;738,64;7;0,6;-776,16;
10108;US-2017-167850;15/08/2017;2017;ago;2;15;19/08/2017;Rápido;AS-10330;Armando Sánchez;Particulares;Indaial;Santa Catarina;Brasil;Sur;MAT-GR-10004002;Material de oficina;Grapas;Accos Cintas de goma, Metal;134,4;3;0,6;-104,4;
10128;US-2017-160913;16/10/2017;2017;oct;3;16;20/10/2017;Estándar;LF-17500;Leticia Flórez;Particulares;Araranguá;Santa Catarina;Brasil;Sur;TEC-MÁ-10000656;Tecnología;Máquinas;Panasonic Impresora de tarjetas, Duradero;1391,52;3;0,6;-869,88;
10129;US-2017-160913;16/10/2017;2017;oct;3;16;20/10/2017;Estándar;LF-17500;Leticia Flórez;Particulares;Araranguá;Santa Catarina;Brasil;Sur;MAT-CA-10000744;Material de oficina;Carpetas;Wilson Jones Carpeta, Duradero;116,16;3;0,6;-154,44;
10174;US-2017-156713;21/12/2017;2017;dic;3;21;23/12/2017;Urgente;CB-12730;Claudio Bañuelos;Particulares;Indaial;Santa Catarina;Brasil;Sur;MAT-SO-10003971;Material de oficina;Sobres;Jiffy Paquetes, 50;297,36;3;0,6;-267,84;
10175;US-2017-156713;21/12/2017;2017;dic;3;21;23/12/2017;Urgente;CB-12730;Claudio Bañuelos;Particulares;Indaial;Santa Catarina;Brasil;Sur;MOB-SI-10004460;Mobiliario;Sillas;Harbour Creations Taburete, 2;486,32;1;0,6;-571,48;
10176;US-2017-156713;21/12/2017;2017;dic;3;21;23/12/2017;Urgente;CB-12730;Claudio Bañuelos;Particulares;Indaial;Santa Catarina;Brasil;Sur;TEC-CO-10003143;Tecnología;Copiadoras;Sharp Fotocopiadora personal, 2;636,8;2;0,602;-259,2;
10177;US-2017-156713;21/12/2017;2017;dic;3;21;23/12/2017;Urgente;CB-12730;Claudio Bañuelos;Particulares;Indaial;Santa Catarina;Brasil;Sur;MOB-ME-10001159;Mobiliario;Mesas;Bevis Mesa de conferencias, Montada;7401,84;3;0,6;-4071,36;
10178;US-2017-156713;21/12/2017;2017;dic;3;21;23/12/2017;Urgente;CB-12730;Claudio Bañuelos;Particulares;Indaial;Santa Catarina;Brasil;Sur;MOB-ME-10001268;Mobiliario;Mesas;Hon Mesa de conferencias, Negro;4914,56;2;0,6;-5037,44;
10179;US-2017-156713;21/12/2017;2017;dic;3;21;23/12/2017;Urgente;CB-12730;Claudio Bañuelos;Particulares;Indaial;Santa Catarina;Brasil;Sur;TEC-TE-10001320;Tecnología;Teléfonos;Motorola Base de audio, Azul;1386,96;3;0,6;-1075,44;
10180;US-2017-156713;21/12/2017;2017;dic;3;21;23/12/2017;Urgente;CB-12730;Claudio Bañuelos;Particulares;Indaial;Santa Catarina;Brasil;Sur;TEC-AC-10002523;Tecnología;Accesorios;Memorex Memoria USB, Negro;78,96;1;0,6;-21,84;
10182;US-2016-135790;16/02/2016;2016;feb;2;16;22/02/2016;Estándar;AP-11485;Aniceto Pérez;PYME;Indaial;Santa Catarina;Brasil;Sur;MAT-SO-10004273;Material de oficina;Sobres;Ames Sobres de uso interno, Rojo;519,04;4;0,6;-350,56;
10203;US-2018-104682;28/10/2018;2018;oct;4;28;1/11/2018;Estándar;DG-13435;Diana García;Particulares;Araranguá;Santa Catarina;Brasil;Sur;MAT-CA-10004714;Material de oficina;Carpetas;Ibico Anillas, Transparente;34,4;2;0,6;-15,6;
10246;US-2016-120187;23/05/2016;2016;may;4;23;29/05/2016;Estándar;NL-19300;Nelson Limón;Particulares;Araranguá;Santa Catarina;Brasil;Sur;MAT-ET-10000626;Material de oficina;Etiquetas;Smead Etiquetas para documentos legales, Blanco;207,2;7;0,6;-310,8;
10251;US-2017-122987;5/07/2017;2017;jul;1;5;9/07/2017;Estándar;IÁ-16285;Irene Álamo;PYME;Indaial;Santa Catarina;Brasil;Sur;MAT-PA-10001083;Material de oficina;Papel;Eaton Resma, Reciclado;493,92;7;0,6;-322,28;
10267;US-2015-157917;8/10/2015;2015;oct;1;8;11/10/2015;Rápido;JP-16975;Julia Paredes;PYME;Araranguá;Santa Catarina;Brasil;Sur;MAT-AR-10003063;Material de oficina;Arte;Sanford Rotuladores, Metal;130,72;2;0,6;-134,08;
10269;US-2018-109967;20/11/2018;2018;nov;3;20;25/11/2018;Estándar;IC-16405;Iris Casares;PYME;Araranguá;Santa Catarina;Brasil;Sur;MOB-MO-10004148;Mobiliario;Mobiliario;Advantus Bombilla, Premium;149,52;3;0,6;-224,28;
10282;US-2017-139409;3/09/2017;2017;sep;1;3;8/09/2017;Estándar;DB-13330;Darío Briones;Particulares;Indaial;Santa Catarina;Brasil;Sur;MAT-PA-10000045;Material de oficina;Papel;Enermax Cuaderno, Paquete de 12;522,24;6;0,6;-470,16;
1104;US-2016-142699;29/01/2016;2016;ene;3;29;5/02/2016;Estándar;AM-11365;Araceli Manzanares;Empresa;Portmore;Santa Caterina;Jamaica;Caribe;MOB-SI-10000486;Mobiliario;Sillas;Novimex Silla plegable, Rojo;1644,6;3;0;0;
1105;US-2016-142699;29/01/2016;2016;ene;3;29;5/02/2016;Estándar;AM-11365;Araceli Manzanares;Empresa;Portmore;Santa Caterina;Jamaica;Caribe;MOB-MO-10000894;Mobiliario;Mobiliario;Eldon Bombilla, Premium;317,6;2;0;85,6;
1106;US-2016-142699;29/01/2016;2016;ene;3;29;5/02/2016;Estándar;AM-11365;Araceli Manzanares;Empresa;Portmore;Santa Caterina;Jamaica;Caribe;TEC-TE-10000541;Tecnología;Teléfonos;Apple Teléfono de oficina, Azul;2176;5;0;500;
1107;US-2016-142699;29/01/2016;2016;ene;3;29;5/02/2016;Estándar;AM-11365;Araceli Manzanares;Empresa;Portmore;Santa Caterina;Jamaica;Caribe;TEC-CO-10004640;Tecnología;Copiadoras;Brother Fax, 2;6358,0584;3;0,002;623,8584;
1108;US-2016-142699;29/01/2016;2016;ene;3;29;5/02/2016;Estándar;AM-11365;Araceli Manzanares;Empresa;Portmore;Santa Caterina;Jamaica;Caribe;MAT-SU-10003038;Material de oficina;Suministros;Elite Abrecartas, Acero;712;4;0;0;
1109;US-2016-142699;29/01/2016;2016;ene;3;29;5/02/2016;Estándar;AM-11365;Araceli Manzanares;Empresa;Portmore;Santa Caterina;Jamaica;Caribe;MAT-CA-10001628;Material de oficina;Carpetas;Avery Perforador, Reciclado;376,4;2;0;30;
1110;US-2016-142699;29/01/2016;2016;ene;3;29;5/02/2016;Estándar;AM-11365;Araceli Manzanares;Empresa;Portmore;Santa Caterina;Jamaica;Caribe;MOB-SI-10000771;Mobiliario;Sillas;Hon Mecedora, Ajustable;2662,2;3;0;52,8;
2557;MX-2017-135664;9/12/2017;2017;dic;1;9;13/12/2017;Estándar;BT-11710;Baltasar Téllez;Particulares;Spanish Town;Santa Caterina;Jamaica;Caribe;MAT-AL-10003920;Material de oficina;Almacenamiento;Tenex Estanterías, Tamaño completo;1823;5;0;473;
2558;MX-2017-135664;9/12/2017;2017;dic;1;9;13/12/2017;Estándar;BT-11710;Baltasar Téllez;Particulares;Spanish Town;Santa Caterina;Jamaica;Caribe;TEC-TE-10004444;Tecnología;Teléfonos;Samsung Teléfono inteligente, Azul;821,6;1;0;254,6;
2559;MX-2017-135664;9/12/2017;2017;dic;1;9;13/12/2017;Estándar;BT-11710;Baltasar Téllez;Particulares;Spanish Town;Santa Caterina;Jamaica;Caribe;MOB-MO-10001390;Mobiliario;Mobiliario;Advantus Tope para puertas, Surtido;901,8;3;0;198;
3388;MX-2017-102764;26/06/2017;2017;jun;4;26;28/06/2017;Urgente;AG-11095;Ania Gámez;Empresa;Spanish Town;Santa Caterina;Jamaica;Caribe;MAT-ET-10001360;Material de oficina;Etiquetas;Harbour Creations Etiquetas para documentos legales, Rojo;215,4;3;0;105;
3757;MX-2018-162593;2/04/2018;2018;abr;1;2;9/04/2018;Estándar;CF-12985;Cristóbal Figueroa;Particulares;Spanish Town;Santa Caterina;Jamaica;Caribe;MAT-AR-10001930;Material de oficina;Arte;Binney & Smith Libreta de dibujo, Al por mayor;310,6;1;0;155,2;
3758;MX-2018-162593;2/04/2018;2018;abr;1;2;9/04/2018;Estándar;CF-12985;Cristóbal Figueroa;Particulares;Spanish Town;Santa Caterina;Jamaica;Caribe;MAT-PA-10003624;Material de oficina;Papel;Eaton Cuaderno, Premium;708,8;4;0;290,4;
3852;MX-2017-133312;26/07/2017;2017;jul;4;26;29/07/2017;Urgente;JB-16690;Jennifer Botello;Empresa;Portmore;Santa Caterina;Jamaica;Caribe;MAT-SU-10003075;Material de oficina;Suministros;Kleencut Cúter, Azul;693;3;0;304,8;
3853;MX-2017-133312;26/07/2017;2017;jul;4;26;29/07/2017;Urgente;JB-16690;Jennifer Botello;Empresa;Portmore;Santa Caterina;Jamaica;Caribe;MOB-MO-10003508;Mobiliario;Mobiliario;Rubvermaid Bandeja apiladora, Surtido;840;5;0;67;
3854;MX-2017-133312;26/07/2017;2017;jul;4;26;29/07/2017;Urgente;JB-16690;Jennifer Botello;Empresa;Portmore;Santa Caterina;Jamaica;Caribe;MAT-EL-10000930;Material de oficina;Electrodomésticos;KitchenAid Molinillo de café, Plateado;949,6;2;0;37,6;
5045;MX-2017-161326;27/10/2017;2017;oct;4;27;30/10/2017;Urgente;ÓA-19735;Óscar Alba;Particulares;Portmore;Santa Caterina;Jamaica;Caribe;MAT-EL-10002503;Material de oficina;Electrodomésticos;Hamilton Beach Microondas, Plateado;3776,8;2;0;868,4;
5420;MX-2018-131072;15/01/2018;2018;ene;3;15;20/01/2018;Rápido;GF-15445;Guillermina Farías;Particulares;Portmore;Santa Caterina;Jamaica;Caribe;MOB-ME-10002200;Mobiliario;Mesas;Lesro Mesa de formación, Negro;5376;3;0;1344;
5421;MX-2018-131072;15/01/2018;2018;ene;3;15;20/01/2018;Rápido;GF-15445;Guillermina Farías;Particulares;Portmore;Santa Caterina;Jamaica;Caribe;MAT-ET-10004247;Material de oficina;Etiquetas;Avery Etiquetas para carpetas de archivos, Duradero;126,8;2;0;17,6;
5524;MX-2016-147053;1/07/2016;2016;jul;1;1;6/07/2016;Rápido;FM-14785;Flora Montes;PYME;Portmore;Santa Caterina;Jamaica;Caribe;MOB-SI-10000823;Mobiliario;Sillas;Hon Silla de playa, 2;1264;4;0;366,4;
6362;MX-2017-144547;1/10/2017;2017;oct;1;1;5/10/2017;Estándar;FL-14845;Francisco Loera;Particulares;Spanish Town;Santa Caterina;Jamaica;Caribe;MAT-PA-10003624;Material de oficina;Papel;Eaton Cuaderno, Premium;708,8;4;0;290,4;
6363;MX-2017-144547;1/10/2017;2017;oct;1;1;5/10/2017;Estándar;FL-14845;Francisco Loera;Particulares;Spanish Town;Santa Caterina;Jamaica;Caribe;MAT-SU-10001629;Material de oficina;Suministros;Kleencut Cizallas, Rectangular;1449;5;0;565;
7153;MX-2017-123694;26/09/2017;2017;sep;4;26;1/10/2017;Estándar;MA-18685;María Acosta;PYME;Portmore;Santa Caterina;Jamaica;Caribe;MOB-SI-10002369;Mobiliario;Sillas;Novimex Silla de playa, Negro;1741,2;6;0;765,6;
8128;MX-2015-159856;10/12/2015;2015;dic;1;10;14/12/2015;Estándar;NC-19270;Nerea Colunga;Empresa;Spanish Town;Santa Caterina;Jamaica;Caribe;MAT-CA-10001605;Material de oficina;Carpetas;Cardinal Anillas, Económico;71,2;2;0;2;
8555;MX-2015-118234;25/12/2015;2015;dic;3;25;29/12/2015;Rápido;AY-11440;Asunción Ybarra;Particulares;Portmore;Santa Caterina;Jamaica;Caribe;MAT-CA-10000941;Material de oficina;Carpetas;Ibico Separadores, Duradero;624,6;9;0;55,8;
8858;MX-2015-115686;5/11/2015;2015;nov;1;5;9/11/2015;Estándar;ES-14290;Eduardo Sierra;PYME;Spanish Town;Santa Caterina;Jamaica;Caribe;MAT-ET-10002258;Material de oficina;Etiquetas;Novimex Etiquetas para carpetas de archivos, Blanco;275;5;0;8;
8859;MX-2015-115686;5/11/2015;2015;nov;1;5;9/11/2015;Estándar;ES-14290;Eduardo Sierra;PYME;Spanish Town;Santa Caterina;Jamaica;Caribe;MOB-LI-10000231;Mobiliario;Librerías;Ikea Librería clásica, Blanco;13809;5;0;3037;
8860;MX-2015-115686;5/11/2015;2015;nov;1;5;9/11/2015;Estándar;ES-14290;Eduardo Sierra;PYME;Spanish Town;Santa Caterina;Jamaica;Caribe;MOB-MO-10001880;Mobiliario;Mobiliario;Rubvermaid Marco de foto, Duradero;1300,8;4;0;572;
9153;MX-2017-154270;3/10/2017;2017;oct;1;3;8/10/2017;Estándar;FP-14605;Flavia Pelayo;Particulares;Spanish Town;Santa Caterina;Jamaica;Caribe;MOB-LI-10000370;Mobiliario;Librerías;Sauder Biblioteca, Convencional;12921;5;0;1550;
9441;MX-2018-137204;18/08/2018;2018;ago;2;18;25/08/2018;Estándar;MT-18235;Maya Tapia;Empresa;Portmore;Santa Caterina;Jamaica;Caribe;TEC-TE-10004681;Tecnología;Teléfonos;Samsung Auriculares, Tamaño completo;2483;5;0;1241;
9442;MX-2018-137204;18/08/2018;2018;ago;2;18;25/08/2018;Estándar;MT-18235;Maya Tapia;Empresa;Portmore;Santa Caterina;Jamaica;Caribe;MAT-GR-10004152;Material de oficina;Grapas;Stockwell Clips, Al por mayor;180;2;0;61,2;
2354;MX-2018-146843;22/04/2018;2018;abr;4;22;24/04/2018;Rápido;NB-19135;Nadia Badillo;PYME;Santa Cruz de la Sierra;Santa Cruz;Bolivia;Sur;MAT-GR-10004448;Material de oficina;Grapas;OIC Cintas de goma, Metal;229,2;2;0;110;
2355;MX-2018-146843;22/04/2018;2018;abr;4;22;24/04/2018;Rápido;NB-19135;Nadia Badillo;PYME;Santa Cruz de la Sierra;Santa Cruz;Bolivia;Sur;TEC-TE-10001353;Tecnología;Teléfonos;Cisco Teléfono inteligente, Azul;3692,8;4;0;1440;
2356;MX-2018-146843;22/04/2018;2018;abr;4;22;24/04/2018;Rápido;NB-19135;Nadia Badillo;PYME;Santa Cruz de la Sierra;Santa Cruz;Bolivia;Sur;TEC-TE-10001443;Tecnología;Teléfonos;Cisco Amplificador de señal, Al por mayor;7089,6;7;0;921,2;
2357;MX-2018-146843;22/04/2018;2018;abr;4;22;24/04/2018;Rápido;NB-19135;Nadia Badillo;PYME;Santa Cruz de la Sierra;Santa Cruz;Bolivia;Sur;MAT-EL-10001036;Material de oficina;Electrodomésticos;Hamilton Beach Tostadora, Rojo;1150,2;3;0;80,4;
3612;MX-2017-118255;5/09/2017;2017;sep;1;5;9/09/2017;Rápido;SG-20755;Serafín Girón;Empresa;Santa Cruz de la Sierra;Santa Cruz;Bolivia;Sur;MOB-SI-10002932;Mobiliario;Sillas;Office Star Taburete, Negro;1143,4;1;0;68,6;
3726;MX-2018-156650;8/03/2018;2018;mar;1;8;12/03/2018;Estándar;KA-17350;Kristina Arroyo;Particulares;Santa Cruz de la Sierra;Santa Cruz;Bolivia;Sur;MAT-GR-10003825;Material de oficina;Grapas;Stockwell Chinchetas, Al por mayor;175,2;2;0;38,4;
3727;MX-2018-156650;8/03/2018;2018;mar;1;8;12/03/2018;Estándar;KA-17350;Kristina Arroyo;Particulares;Santa Cruz de la Sierra;Santa Cruz;Bolivia;Sur;MAT-SO-10003264;Material de oficina;Sobres;Cameo Sobre empresarial, Rojo;273,2;2;0;125,6;
3728;MX-2018-156650;8/03/2018;2018;mar;1;8;12/03/2018;Estándar;KA-17350;Kristina Arroyo;Particulares;Santa Cruz de la Sierra;Santa Cruz;Bolivia;Sur;MOB-SI-10002977;Mobiliario;Sillas;Hon Estora, Rojo;1110,6;3;0;244,2;
7362;MX-2017-148523;21/12/2017;2017;dic;3;21;25/12/2017;Estándar;AR-11335;Adriana Rocha;PYME;Santa Cruz de la Sierra;Santa Cruz;Bolivia;Sur;MAT-PA-10000447;Material de oficina;Papel;SanDisk Material de oficina, Reciclado;1611;5;0;289;
7504;MX-2017-142405;29/09/2017;2017;sep;4;29;1/10/2017;Urgente;SC-20665;Salomé Castillo;PYME;Santa Cruz de la Sierra;Santa Cruz;Bolivia;Sur;MAT-SU-10004634;Material de oficina;Suministros;Kleencut Abrecartas, Industrial;956;5;0;248;
8660;MX-2017-102813;18/06/2017;2017;jun;3;18;19/06/2017;Urgente;OM-19780;Osvaldo Montano;Particulares;Santa Cruz de la Sierra;Santa Cruz;Bolivia;Sur;TEC-AC-10002557;Tecnología;Accesorios;SanDisk Teclado, Programable;4978,8;9;0;1692;
292;MX-2017-162481;12/04/2017;2017;abr;2;12;17/04/2017;Estándar;LC-17965;Lola Crespo;Empresa;San Justo;Santa Fe;Argentina;Sur;TEC-TE-10000454;Tecnología;Teléfonos;Cisco Teléfono de oficina, Al por mayor;1611;5;0,4;26;
795;US-2017-162068;6/01/2017;2017;ene;3;6;10/01/2017;Estándar;SA-20920;Sofía Alba;Particulares;Avellaneda;Santa Fe;Argentina;Sur;MOB-SI-10002108;Mobiliario;Sillas;Novimex Silla plegable, 2;1013,76;3;0,4;-270,84;
796;US-2017-162068;6/01/2017;2017;ene;3;6;10/01/2017;Estándar;SA-20920;Sofía Alba;Particulares;Avellaneda;Santa Fe;Argentina;Sur;MAT-SO-10000133;Material de oficina;Sobres;GlobeWeis Sobre de tipo Manila, Reciclado;314,28;3;0,4;-193,92;
1122;US-2018-101651;21/08/2018;2018;ago;3;21;21/08/2018;Mismo día;SP-20695;Sabino Pérez;Empresa;Rosario;Santa Fe;Argentina;Sur;MOB-LI-10002379;Mobiliario;Librerías;Bush Biblioteca, Convencional;13115,52;9;0,4;-3061,08;
1123;US-2018-101651;21/08/2018;2018;ago;3;21;21/08/2018;Mismo día;SP-20695;Sabino Pérez;Empresa;Rosario;Santa Fe;Argentina;Sur;MAT-AL-10003376;Material de oficina;Almacenamiento;Smead Caja, Industrial;405;9;0,4;-216;
1124;US-2018-101651;21/08/2018;2018;ago;3;21;21/08/2018;Mismo día;SP-20695;Sabino Pérez;Empresa;Rosario;Santa Fe;Argentina;Sur;TEC-AC-10001538;Tecnología;Accesorios;Enermax Teclado, Negro;669,36;2;0,4;66,56;
1125;US-2018-101651;21/08/2018;2018;ago;3;21;21/08/2018;Mismo día;SP-20695;Sabino Pérez;Empresa;Rosario;Santa Fe;Argentina;Sur;MAT-AL-10004986;Material de oficina;Almacenamiento;Eldon Casilleros, Industrial;6348,48;8;0,4;-741,12;
1335;US-2017-126158;16/03/2017;2017;mar;2;16;16/03/2017;Mismo día;LN-17680;Lucas Nazario;PYME;Rosario;Santa Fe;Argentina;Sur;MAT-CA-10004470;Material de oficina;Carpetas;Ibico Carpeta, Reciclado;63,36;2;0,7;-65,84;
1357;MX-2018-153899;20/08/2018;2018;ago;3;20;27/08/2018;Estándar;BC-12190;Buenaventura Caldera;Particulares;Rosario;Santa Fe;Argentina;Sur;MAT-SO-10003866;Material de oficina;Sobres;GlobeWeis Paquetes, Plateado;819;5;0,4;0;
1572;US-2016-102484;24/10/2016;2016;oct;4;24;30/10/2016;Estándar;ÓA-19750;Óscar Armendáriz;Particulares;Santa Fe;Santa Fe;Argentina;Sur;MAT-AL-10003830;Material de oficina;Almacenamiento;Tenex Archivador móvil, Industrial;1615,32;3;0,4;-296,28;
2098;MX-2017-150889;28/09/2017;2017;sep;4;28;5/10/2017;Estándar;DB-13330;Darío Briones;Particulares;Avellaneda;Santa Fe;Argentina;Sur;MOB-SI-10002564;Mobiliario;Sillas;Novimex Silla plegable, Negro;638,4;2;0,4;53,2;
2169;US-2016-135034;5/09/2016;2016;sep;1;5;10/09/2016;Estándar;TO-21040;Teresa Olivera;PYME;Avellaneda;Santa Fe;Argentina;Sur;MAT-AR-10002464;Material de oficina;Arte;Boston Subrayadores, Metal;241,56;3;0,4;-80,64;
2170;US-2016-135034;5/09/2016;2016;sep;1;5;10/09/2016;Estándar;TO-21040;Teresa Olivera;PYME;Avellaneda;Santa Fe;Argentina;Sur;TEC-TE-10000267;Tecnología;Teléfonos;Nokia Amplificador de señal, Azul;2184;4;0,4;-655,2;
2587;US-2018-153381;25/12/2018;2018;dic;4;25;31/12/2018;Estándar;AV-11275;Ari Verduzco;Empresa;Rosario;Santa Fe;Argentina;Sur;MAT-AR-10001179;Material de oficina;Arte;Boston Rotuladores, Azul;527,4;5;0,4;-123,6;
